latitude	longitude	zipcode	category
43.075379	-75.297523	13413	K
43.135274	-75.262499	13403	R
43.019151	-74.990714	13350	SR
43.002029	-75.193685	13340	SR
43.140022	-75.277036	13403	SR
43.015867	-75.037945	13357	CC
43.07229	-75.289165	13413	CC
43.079249	-75.642652	13421	R
43.08317	-75.321871	13413	ST
43.207804	-75.432047	13440	R
43.005882	-75.076051	13357	SR
43.237384	-75.502196	13440	ST
43.093934	-75.307707	13413	K
43.069946	-75.286781	13413	CC
42.985066	-75.106809	13357	MF
43.215081	-75.453779	13440	SR
43.218219	-75.473688	13440	ST
43.08102	-75.40022	13323	CC
43.442492	-75.215962	13421	M
43.230825	-75.441754	13440	ST
43.078318	-75.380955	13323	U
40.738674	-73.548309	13365	ER
43.132586	-75.255652	13403	ER
43.178005	-75.286234	13403	V
43.275295	-75.493174	13440	V
43.078258	-75.68963	13421	G
43.143725	-75.4396	13440	ST
43.077911	-75.658403	13421	CC
43.30306	-75.472626	13440	G
43.055525	-75.279475	13413	CC
43.086633	-75.31699	13413	ST
43.037506	-75.069516	13340	K
43.095561	-75.307109	13413	ST
43.088856	-75.311177	13413	ST
43.216101	-75.454948	13440	ST
43.025088	-75.031712	13357	SR
43.084582	-75.324362	13413	R
43.104168	-75.661152	13421	SR
43.015899	-75.037919	13357	CC
43.073071	-75.296492	13413	ST
43.081835	-75.321968	13413	M
43.043604	-74.861191	13365	ER
43.093704	-75.652461	13421	ST
43.041362	-75.065734	13340	SR
43.09907	-75.302136	13417	ST
43.282402	-75.470785	13440	SR
43.035155	-75.066767	13340	K
43.210116	-75.462345	13440	M
43.048403	-75.38002	13323	SR
43.044653	-74.851392	13365	V
43.090353	-75.315402	13413	ST
43.059229	-75.28609	13413	M
43.082389	-75.313994	13413	ST
43.006123	-75.033038	13357	ER
43.284679	-75.46962	13440	WT
43.042989	-74.842349	13365	ER
43.042699	-75.083566	13340	ST
43.260602	-75.461514	13440	ST
43.095413	-75.649813	13421	G
43.035305	-75.291541	13413	ST
43.136279	-75.574391	13421	SR
43.048044	-75.379952	13323	WT
43.088525	-75.311688	13413	K
43.026731	-74.944697	13323	ST
43.015474	-75.034651	13357	ER
43.232011	-75.440606	13440	CC
43.137887	-75.275706	13403	K
43.042405	-75.134854	13340	ER
43.218724	-75.332108	13440	V
43.08402	-75.353441	13323	ST
43.141056	-75.707727	13421	K
43.228392	-75.492667	13440	M
43.041655	-74.856342	13365	R
43.016928	-74.996175	13350	HH
43.094316	-75.275656	13413	K
43.228793	-75.437797	13440	ST
43.011766	-75.39737	13323	SR
43.042265	-74.858614	13365	ST
43.02788	-74.770014	13365	WT
43.020415	-74.986746	13350	SR
43.089991	-75.280469	13413	ST
43.028118	-74.978021	13350	R
43.027748	-74.987701	13350	ST
43.076428	-75.259522	13413	SR
43.079823	-75.643762	13421	R
43.044238	-74.84771	13365	CC
43.082503	-75.314586	13413	ST
43.204906	-75.431557	13440	MF
43.092397	-75.650777	13421	M
43.070011	-75.284465	13413	K
43.095244	-75.298295	13417	K
43.226602	-75.489815	13440	G
43.09353	-75.276665	13413	ST
43.228848	-75.491529	13440	ST
43.209088	-75.453628	13440	K
43.090492	-75.316584	13413	SR
43.015721	-74.803562	13365	K
43.039105	-74.98757	13350	R
43.043507	-74.855823	13365	ST
43.0945	-75.650878	13421	SR
43.048713	-75.379486	13323	K
43.056922	-75.259143	13413	V
43.004187	-75.157684	13340	SR
43.016115	-75.037349	13357	ST
43.023231	-74.99797	13350	ER
43.062432	-75.602979	13421	ER
43.219638	-75.447789	13440	M
43.076268	-75.29515	13413	R
43.083661	-75.676103	13421	ER
43.051958	-75.271146	13413	SR
43.205224	-75.456406	13440	ER
43.095398	-75.305934	13413	ST
43.025818	-74.986061	13365	SR
43.089768	-75.312281	13413	M
43.076008	-75.691184	13421	ST
