Title	x	y
Point	-75.26322264	43.09674517
Point	-75.26360892	43.09726225
Point	-75.26330843	43.09715257
Point	-75.26312877	43.09708593
Point	-75.26300543	43.09700958
Point	-75.26284337	43.09656491
Point	-75.26270665	43.09652378
Point	-75.26270665	43.09687826
Point	-75.26248665	43.096796
Point	-75.26234184	43.09674116
Point	-75.26205214	43.09663149
Point	-75.26231238	43.09631814
Point	-75.26245988	43.0964004
Point	-75.26221842	43.09641017
Point	-75.26171455	43.09694687
Point	-75.26194793	43.09702526
Point	-75.26221886	43.09755401
Point	-75.26214107	43.09700367
Point	-75.2624924	43.09715448
Point	-75.26278211	43.09728573
Point	-75.26308251	43.09743457
Point	-75.26380268	43.09776988
Point	-75.26369273	43.09769156
Point	-75.26342988	43.09757795
Point	-75.26325283	43.09751334
Point	-75.2643079	43.09798398
Point	-75.26034624	43.09279307
Point	-75.25989564	43.09280874
Point	-75.26015849	43.0921702
Point	-75.26030339	43.09142983
Point	-75.26015319	43.09135931
Point	-75.25996544	43.09128092
Point	-75.25979907	43.09121433
Point	-75.25990642	43.09143764
Point	-75.25993858	43.09189205
Point	-75.25978299	43.09197431
Point	-75.25960064	43.09205271
Point	-75.25907494	43.09163352
Point	-75.25992789	43.09229556
Point	-75.25979377	43.09232298
Point	-75.25972397	43.09240524
Point	-75.25958986	43.09245615
Point	-75.25942358	43.09260893
Point	-75.25957791	43.09308478
Point	-75.25934722	43.09296533
Point	-75.25922927	43.09289678
Point	-75.25910854	43.092838
Point	-75.2589825	43.09276945
Point	-75.25922658	43.09327279
Point	-75.25910854	43.09332179
Point	-75.25897442	43.0933727
Point	-75.25883761	43.0934236
Point	-75.25852652	43.093596
Point	-75.25844603	43.09351177
Point	-75.25836824	43.09343147
Point	-75.25828775	43.09334331
Point	-75.25819657	43.09325324
Point	-75.25811877	43.0931553
Point	-75.25872289	43.09289114
Point	-75.25860719	43.09295752
Point	-75.25865085	43.09257475
Point	-75.25853281	43.09251794
Point	-75.25840408	43.09245136
Point	-75.25818687	43.09275298
Point	-75.25791054	43.09293909
Point	-75.25782476	43.09284115
Point	-75.25774157	43.09275495
Point	-75.2578703	43.09240045
Point	-75.25774157	43.0924612
Point	-75.25761823	43.09251604
Point	-75.25751088	43.09258459
Point	-75.25750756	43.09204182
Point	-75.25734937	43.09214953
Point	-75.25730373	43.09227489
Point	-75.257183	43.09233564
Point	-75.25705211	43.09239481
Point	-75.25687991	43.09240419
Point	-75.25679142	43.09251387
Point	-75.25668946	43.09258243
Point	-75.25660098	43.09266075
Point	-75.25645078	43.09274498
Point	-75.25735736	43.09198114
Point	-75.25719647	43.09191842
Point	-75.25705966	43.09182835
Point	-75.25703819	43.09203007
Point	-75.25656343	43.09161089
Point	-75.25621479	43.09182639
Point	-75.25601896	43.09188123
Point	-75.25586337	43.09195365
Point	-75.25571048	43.09201243
Point	-75.25587676	43.09216324
Point	-75.25601088	43.09229451
Point	-75.25636499	43.09265294
Point	-75.25629789	43.09256478
Point	-75.25618524	43.09247858
Point	-75.25609676	43.09238458
Point	-75.25807709	43.09371696
Point	-75.2578464	43.09383248
Point	-75.25800469	43.09362486
Point	-75.25792689	43.0935407
Point	-75.25783033	43.09345056
Point	-75.25775523	43.09335459
Point	-75.25767123	43.09326315
Point	-75.25758356	43.09317439
Point	-75.25749777	43.09308623
Point	-75.25741728	43.09299419
Point	-75.2574736	43.09388929
Point	-75.25739581	43.09380119
Point	-75.25730733	43.09371302
Point	-75.25722953	43.09361115
Point	-75.25714105	43.09352108
Point	-75.25705517	43.09343095
Point	-75.25697198	43.09333695
Point	-75.25688889	43.09325272
Point	-75.25679502	43.09315288
Point	-75.25734218	43.09288254
Point	-75.25720537	43.09271408
Point	-75.25709002	43.09277876
Point	-75.25696399	43.09284928
Point	-75.25684326	43.09289232
Point	-75.25672791	43.09294913
Point	-75.25660457	43.09300397
Point	-75.25677094	43.09370233
Point	-75.25640614	43.09388253
Point	-75.25669315	43.09361226
Point	-75.25659927	43.09353
Point	-75.25652947	43.09341835
Point	-75.25619692	43.09322641
Point	-75.25608966	43.09327732
Point	-75.25596623	43.09333609
Point	-75.25584559	43.09339677
Point	-75.2562801	43.09381201
Point	-75.25619961	43.09372194
Point	-75.25611373	43.09363378
Point	-75.25616341	43.09421892
Point	-75.25604007	43.09428943
Point	-75.2559435	43.09432859
Point	-75.25582816	43.09438737
Point	-75.25601591	43.0940544
Point	-75.25591125	43.09394078
Point	-75.25583085	43.09385458
Point	-75.25575306	43.09376649
Point	-75.25555992	43.09355296
Point	-75.25569943	43.09425611
Point	-75.25557331	43.09418559
Point	-75.25543389	43.09413075
Point	-75.25530777	43.09406417
Point	-75.25517904	43.09399759
Point	-75.25503153	43.09395646
Point	-75.25490011	43.0938801
Point	-75.25518685	43.09372477
Point	-75.25531855	43.09365877
Point	-75.25543389	43.09360393
Point	-75.25602705	43.09293968
Point	-75.25596264	43.09284174
Point	-75.25588089	43.09275252
Point	-75.25580714	43.09265373
Point	-75.25570788	43.09257147
Point	-75.2556891	43.09307875
Point	-75.2555416	43.09314927
Point	-75.25541017	43.09321585
Point	-75.25527606	43.09328834
Point	-75.25513385	43.09332356
Point	-75.25500512	43.09338431
Point	-75.25466448	43.09356057
Point	-75.25563547	43.09247156
Point	-75.25551474	43.09236969
Point	-75.25538331	43.09218758
Point	-75.25523042	43.09224629
Point	-75.25506953	43.09232855
Point	-75.25492733	43.09240498
Point	-75.25473958	43.0924755
Point	-75.25461624	43.09257344
Point	-75.25446604	43.09265957
Point	-75.25427021	43.09272622
Point	-75.25446209	43.09365149
Point	-75.25425018	43.09358294
Point	-75.25412415	43.09352023
Point	-75.25406243	43.09284253
Point	-75.2537835	43.09297576
Point	-75.25357429	43.09310893
Point	-75.25343747	43.09322648
Point	-75.25604861	43.0912493
Point	-75.25593542	43.09131031
Point	-75.25580983	43.09136685
Point	-75.2556865	43.09143344
Point	-75.25556576	43.09149806
Point	-75.2553861	43.09157054
Point	-75.25588493	43.09112203
Point	-75.25577767	43.09103583
Point	-75.25562209	43.09101425
Point	-75.25549336	43.09097121
Point	-75.25536193	43.09088698
Point	-75.25526267	43.09082427
Point	-75.25515739	43.09074902
Point	-75.25498644	43.09066564
Point	-75.25620195	43.09024087
Point	-75.25597935	43.08967085
Point	-75.25613484	43.08950829
Point	-75.25520464	43.09144184
Point	-75.25512685	43.09136541
Point	-75.25503836	43.09128512
Point	-75.25492302	43.09118914
Point	-75.25485322	43.09110294
Point	-75.25479959	43.09099719
Point	-75.25473257	43.09092077
Point	-75.25467356	43.09080524
Point	-75.25477542	43.09057216
Point	-75.25452336	43.09071117
Point	-75.25440532	43.09036059
Point	-75.25427389	43.09043308
Point	-75.25474048	43.08939525
Point	-75.25421479	43.08914065
Point	-75.25394924	43.08942661
Point	-75.25422287	43.08966167
Point	-75.25408139	43.08974354
Point	-75.2539205	43.089814
Point	-75.25374074	43.0899002
Point	-75.25349398	43.09000405
Point	-75.25331961	43.0901098
Point	-75.25316142	43.09019797
Point	-75.25300044	43.09026652
Point	-75.25286372	43.09036637
Point	-75.25266519	43.09043689
Point	-75.2525847	43.08979248
Point	-75.25330623	43.08948887
Point	-75.2529602	43.0896965
Point	-75.25397026	43.09067699
Point	-75.25376635	43.090726
Point	-75.2534231	43.09091401
Point	-75.25325143	43.0910355
Point	-75.25497117	43.09171959
Point	-75.25482097	43.09180382
Point	-75.25466278	43.09186844
Point	-75.25452057	43.09193896
Point	-75.25438106	43.09205061
Point	-75.25421748	43.09210545
Point	-75.2547942	43.09159226
Point	-75.25471371	43.09151977
Point	-75.25459298	43.09144144
Point	-75.25453935	43.09132979
Point	-75.25444008	43.09124753
Point	-75.25438915	43.09113981
Point	-75.25430866	43.0910399
Point	-75.25421209	43.0909596
Point	-75.25404851	43.09187237
Point	-75.25396272	43.09174898
Point	-75.25387145	43.09166081
Point	-75.25379375	43.09156287
Point	-75.25371056	43.09147477
Point	-75.25364085	43.09137486
Point	-75.25357644	43.09126714
Point	-75.25375916	43.09232468
Point	-75.25366259	43.09240695
Point	-75.25342391	43.09252253
Point	-75.25326832	43.09256557
Point	-75.25372161	43.092121
Point	-75.25355803	43.09220516
Point	-75.25364382	43.09201912
Point	-75.25354186	43.09195057
Point	-75.25346146	43.09186043
Point	-75.25338366	43.09177036
Point	-75.25330318	43.09168023
Point	-75.25321469	43.09158425
Point	-75.25310204	43.0922953
Point	-75.25297062	43.09219342
Point	-75.25290351	43.09211312
Point	-75.2528418	43.09203677
Point	-75.25274263	43.09196034
Point	-75.25266753	43.09187027
Point	-75.25289821	43.09117294
Point	-75.25277479	43.09125133
Point	-75.2528418	43.09281045
Point	-75.25271172	43.09289015
Point	-75.25282446	43.0926042
Point	-75.25273319	43.09248081
Point	-75.2526554	43.09238674
Point	-75.25253206	43.09231235
Point	-75.25241133	43.09223986
Point	-75.25229598	43.09213799
Point	-75.25223166	43.09200875
Point	-75.25252137	43.09280199
Point	-75.25238725	43.09271192
Point	-75.25226921	43.09266292
Point	-75.25215657	43.0926042
Point	-75.25202784	43.09254346
Point	-75.25188024	43.09250626
Point	-75.25198759	43.09230061
Point	-75.25167911	43.09247491
Point	-75.25144043	43.09226728
Point	-75.25149675	43.0918481
Point	-75.25233623	43.09058672
Point	-75.2555716	43.0945572
Point	-75.25572719	43.09484124
Point	-75.25592563	43.09507627
Point	-75.25558229	43.09490001
Point	-75.25569108	43.09514679
Point	-75.25540164	43.0951889
Point	-75.25546425	43.09493327
Point	-75.2553463	43.09499008
Point	-75.25521749	43.09504295
Point	-75.25544548	43.09452788
Point	-75.25531405	43.0944632
Point	-75.25510753	43.09465317
Point	-75.2549815	43.09471391
Point	-75.25518802	43.0944123
Point	-75.25508076	43.09435549
Point	-75.25474542	43.09453765
Point	-75.25493856	43.09428694
Point	-75.25479609	43.09423079
Point	-75.25467841	43.09416355
Point	-75.25452821	43.09409894
Point	-75.25440747	43.09403229
Point	-75.25424659	43.09398139
Point	-75.25319026	43.09395501
Point	-75.25413439	43.09391192
Point	-75.25396272	43.09385314
Point	-75.25374012	43.09375133
Point	-75.25362747	43.09369059
Point	-75.25350682	43.09362597
Point	-75.2533551	43.09358032
Point	-75.25320903	43.09348691
Point	-75.25299981	43.09340464
Point	-75.2527853	43.09342813
Point	-75.25242696	43.09431574
Point	-75.2522499	43.09420803
Point	-75.25262001	43.09355965
Point	-75.25237063	43.09369288
Point	-75.25219627	43.0937634
Point	-75.25204877	43.09387702
Point	-75.25188509	43.09393573
Point	-75.2517322	43.09398473
Point	-75.25208632	43.09414925
Point	-75.25187171	43.09410615
Point	-75.25171343	43.09439603
Point	-75.2519495	43.09444693
Point	-75.25208093	43.0944979
Point	-75.25221235	43.09454881
Point	-75.25193801	43.09488657
Point	-75.25182006	43.09483173
Point	-75.25167516	43.09477886
Point	-75.25143648	43.09465737
Point	-75.25128897	43.09461624
Point	-75.25114147	43.09455163
Point	-75.25091348	43.09444392
Point	-75.2509778	43.09435182
Point	-75.25109584	43.09427546
Point	-75.25371829	43.0952383
Point	-75.25353862	43.09530875
Point	-75.25335618	43.09538517
Point	-75.25317921	43.09545568
Point	-75.25301284	43.09535775
Point	-75.25287342	43.09530684
Point	-75.25277685	43.09523436
Point	-75.25263465	43.09518149
Point	-75.25342858	43.09507371
Point	-75.25328647	43.09503455
Point	-75.25315504	43.09498365
Point	-75.25305039	43.0949092
Point	-75.25289489	43.09486807
Point	-75.25279832	43.09479171
Point	-75.2526642	43.09474271
Point	-75.2525194	43.09511878
Point	-75.25237989	43.0950953
Point	-75.2547297	43.09559783
Point	-75.25489598	43.09530986
Point	-75.25469215	43.09522957
Point	-75.25454734	43.09530009
Point	-75.2544293	43.0953706
Point	-75.2542898	43.09541961
Point	-75.25529609	43.09599029
Point	-75.25517275	43.09607839
Point	-75.25506271	43.09612542
Point	-75.25278512	43.09560879
Point	-75.25266178	43.09567143
Point	-75.25256251	43.09571846
Point	-75.25239435	43.09573939
Point	-75.25231844	43.09584775
Point	-75.25225143	43.09578117
Point	-75.2525706	43.0954854
Point	-75.25239354	43.09545208
Point	-75.25229158	43.09540314
Point	-75.2521951	43.09535808
Point	-75.25212261	43.09575375
Point	-75.25188662	43.09564211
Point	-75.2517525	43.09560288
Point	-75.25209584	43.09531498
Point	-75.25199927	43.09526998
Point	-75.25191079	43.09522491
Point	-75.2518303	43.09519159
Point	-75.25171226	43.09514462
Point	-75.2516077	43.09551675
Point	-75.25135015	43.0954364
Point	-75.25120803	43.09534633
Point	-75.25150035	43.09503101
Point	-75.25109808	43.09529543
Point	-75.25137162	43.09496443
Point	-75.2512295	43.09492133
Point	-75.2510873	43.09484491
Point	-75.25097492	43.09518595
Point	-75.2508382	43.09517611
Point	-75.25067453	43.09513695
Point	-75.25066114	43.09496266
Point	-75.25189354	43.09602427
Point	-75.2517782	43.09598701
Point	-75.25165755	43.09594005
Point	-75.25151265	43.09589105
Point	-75.25138931	43.09621227
Point	-75.25123373	43.0961672
Point	-75.25112108	43.09612804
Point	-75.25098166	43.09608298
Point	-75.25140809	43.09579508
Point	-75.25126059	43.09574221
Point	-75.2508797	43.09602034
Point	-75.2507295	43.09596943
Point	-75.25102181	43.09561882
Point	-75.2508797	43.09556792
Point	-75.25074289	43.09548756
Point	-75.25061416	43.09591263
Point	-75.25047735	43.09584211
Point	-75.25061416	43.09548566
Point	-75.25036739	43.0957853
Point	-75.25022258	43.09571282
Point	-75.25046127	43.09535637
Point	-75.25028421	43.09526237
Point	-75.25017695	43.09533676
Point	-75.25001606	43.09552285
Point	-75.25009376	43.09568737
Point	-75.24992479	43.09562663
Point	-75.25109467	43.09677763
Point	-75.25073795	43.09687163
Point	-75.25058775	43.09705379
Point	-75.25086398	43.09645838
Point	-75.25060113	43.09654654
Point	-75.25079158	43.09632719
Point	-75.25066015	43.09628606
Point	-75.25041069	43.09616655
Point	-75.25029544	43.09609603
Point	-75.25013715	43.09603142
Point	-75.25001112	43.09600794
Point	-75.25033829	43.09659351
Point	-75.25026319	43.0965367
Point	-75.25014784	43.09646816
Point	-75.25000034	43.09643293
Point	-75.24987161	43.09638203
Point	-75.24975627	43.09633303
Point	-75.24964901	43.09627235
Point	-75.24948803	43.09620768
Point	-75.24954705	43.09610194
Point	-75.24964631	43.09603339
Point	-75.24975088	43.09593742
Point	-75.25004975	43.09677094
Point	-75.24994518	43.09679639
Point	-75.24984592	43.09684533
Point	-75.24938454	43.09694523
Point	-75.24977882	43.09667498
Point	-75.24967964	43.09662991
Point	-75.24957499	43.09657704
Point	-75.24927729	43.09676701
Point	-75.24912709	43.0966652
Point	-75.24950698	43.09737317
Point	-75.24938904	43.09740643
Point	-75.2492683	43.09745936
Point	-75.24900007	43.09758471
Point	-75.24886864	43.09763758
Point	-75.24904839	43.09716753
Point	-75.24861388	43.09733204
Point	-75.24869697	43.09720866
Point	-75.24884987	43.09703628
Point	-75.24857094	43.09665635
Point	-75.24842874	43.09691289
Point	-75.24833756	43.09700886
Point	-75.24827324	43.09708527
Point	-75.24817397	43.09725175
Point	-75.2474449	43.09820969
Point	-75.25236354	43.09308137
Point	-75.25226966	43.09312644
Point	-75.25218917	43.09317931
Point	-75.25206314	43.09322825
Point	-75.25195319	43.09328899
Point	-75.25178421	43.09329483
Point	-75.25171442	43.0933889
Point	-75.2514972	43.09350245
Point	-75.2512772	43.09356123
Point	-75.25113779	43.09370226
Point	-75.25103313	43.09360826
Point	-75.25092048	43.09353184
Point	-75.25081053	43.09342806
Point	-75.25207653	43.09298737
Point	-75.25197726	43.09292269
Point	-75.25180829	43.09287572
Point	-75.25171181	43.09279536
Point	-75.25156691	43.09275233
Point	-75.2514301	43.09270136
Point	-75.25131215	43.09264265
Point	-75.25116456	43.09258387
Point	-75.25095803	43.09247615
Point	-75.2505396	43.09233905
Point	-75.25071396	43.09267787
Point	-75.25065234	43.09336929
Point	-75.25051013	43.09327528
Point	-75.25037772	43.0932152
Point	-75.25020605	43.09310945
Point	-75.25032409	43.09245136
Point	-75.24999154	43.09264527
Point	-75.24984664	43.09284305
Point	-75.24952827	43.09314094
Point	-75.25081574	43.09394203
Point	-75.25061182	43.0941379
Point	-75.25053142	43.09422803
Point	-75.25070839	43.09386954
Point	-75.25059574	43.09380493
Point	-75.25030074	43.09408109
Point	-75.2504751	43.09373638
Point	-75.25027927	43.09363647
Point	-75.25004588	43.09395967
Point	-75.24993324	43.09390286
Point	-75.24982328	43.09384022
Point	-75.24967308	43.09377357
Point	-75.24955504	43.09371873
Point	-75.25017201	43.09347982
Point	-75.2500325	43.09343672
Point	-75.24990108	43.09337211
Point	-75.24977235	43.09329765
Point	-75.24952289	43.09353072
Point	-75.24937269	43.09362276
Point	-75.25037664	43.09445349
Point	-75.2502613	43.09464937
Point	-75.25019159	43.09472179
Point	-75.24990997	43.09477275
Point	-75.24978924	43.09469633
Point	-75.25011649	43.09445933
Point	-75.25015943	43.09435556
Point	-75.24994752	43.09448478
Point	-75.24964173	43.09459256
Point	-75.25001992	43.09431049
Point	-75.24991536	43.0942302
Point	-75.24978924	43.09419687
Point	-75.24965781	43.094144
Point	-75.24923938	43.09439865
Point	-75.24952369	43.09409507
Point	-75.24939227	43.09403826
Point	-75.24980666	43.0951685
Point	-75.24973695	43.09526447
Point	-75.24966185	43.09535847
Point	-75.24957867	43.09545837
Point	-75.2491817	43.09522728
Point	-75.24958137	43.09500005
Point	-75.24945533	43.09495111
Point	-75.24934268	43.0948884
Point	-75.24904759	43.09519395
Point	-75.24893763	43.09511169
Point	-75.24923803	43.09483356
Point	-75.24895102	43.09469843
Point	-75.2486667	43.09502747
Point	-75.24883037	43.09463776
Point	-75.24843341	43.09486689
Point	-75.24818395	43.09480811
Point	-75.24827782	43.09468669
Point	-75.24839855	43.09449279
Point	-75.24804093	43.09436907
Point	-75.24796314	43.09445133
Point	-75.24787996	43.09451594
Point	-75.24801138	43.09413797
Point	-75.24788535	43.09400867
Point	-75.24761181	43.0937697
Point	-75.24738642	43.09394209
Point	-75.24772176	43.09469423
Point	-75.24778878	43.09458449
Point	-75.24678626	43.09345299
Point	-75.2469043	43.09299275
Point	-75.24679973	43.09286739
Point	-75.24670047	43.09275961
Point	-75.24657443	43.09262644
Point	-75.2479396	43.0951296
Point	-75.2478619	43.09524518
Point	-75.24767676	43.09543712
Point	-75.24740053	43.09505515
Point	-75.24910732	43.09604323
Point	-75.24917434	43.09594726
Point	-75.24925213	43.09585917
Point	-75.2493487	43.09576123
Point	-75.24942919	43.09568481
Point	-75.24926561	43.09561626
Point	-75.24887125	43.09596884
Point	-75.24881232	43.09588265
Point	-75.24857085	43.0957632
Point	-75.24883109	43.09544394
Point	-75.24869697	43.0953891
Point	-75.24842065	43.09570836
Point	-75.24820344	43.09561239
Point	-75.24805854	43.09555362
Point	-75.24849234	43.09611086
Point	-75.24838229	43.09605799
Point	-75.24825896	43.09599731
Point	-75.24814361	43.09595618
Point	-75.24803096	43.09588954
Point	-75.24792101	43.09584454
Point	-75.24769302	43.09573289
Point	-75.24840915	43.09649282
Point	-75.24826965	43.09643995
Point	-75.24815439	43.0964086
Point	-75.24804704	43.09634202
Point	-75.24779498	43.09625386
Point	-75.2478389	43.0970591
Point	-75.24823587	43.0968084
Point	-75.2481366	43.09674576
Point	-75.24802396	43.09669872
Point	-75.24789253	43.09665366
Point	-75.24779866	43.09659495
Point	-75.24768062	43.09698275
Point	-75.24752512	43.09692004
Point	-75.24741508	43.09686914
Point	-75.24756267	43.09649702
Point	-75.24745263	43.09645392
Point	-75.24729713	43.09682211
Point	-75.24715762	43.09675159
Point	-75.2473186	43.0964206
Point	-75.24699673	43.09670463
Point	-75.24725419	43.09631683
Point	-75.2470262	43.09629721
Point	-75.24692424	43.09642257
Point	-75.24683575	43.09653224
Point	-75.2478336	43.09769753
