occupation	latitude	longitude	zipcode
Chanantry_Plaza	C	43.085119	-75.281791
Addison_Miller_Park	B	43.094936	-75.261168
Walgreens	A	43.089567	-75.222004
Strosberg_Wm	C	43.097979	-75.216146
Fancy_Nails	B	43.11426	-75.208754
Kawasaki_Motors	C	43.11224	-75.26178
Moore's_Whol_Tire_Sales	C	43.098432	-75.223111
Clips	B	43.087315	-75.258982
Freeman's_Barber_Shop	B	43.103963	-75.231088
Florentine_Pastry_Shop	E	43.098718	-75.218582
Fastrac_Markets	C	43.109853	-75.250972
The_Balkan	E	43.086517	-75.261889
Burmese_Muslim_Association_Of_Utica_Inc	A	43.092421	-75.228197
Spinal_&_Skeletal_Pain_Medicine	C	43.092977	-75.249033
St_Elizabeth_Medical_Center	A	43.081927	-75.266761
Tucci_Maria_Beautcn	B	43.079158	-75.277037
Commerical_Woodengoods	C	43.107644	-75.231641
Lavoda_Home_Furniture	C	43.098753	-75.208675
Rite_Aid	A	43.087517	-75.26079
Calvary_Cemetery	B	43.074709	-75.265522
Foursquare_Gospel_Church	A	43.096208	-75.248626
Karate_studio_of_utica	A	43.086321	-75.261299
Hannaford_Food_And_Drug	A	43.090311	-75.224639
Home_Pro_Realty	C	43.096521	-75.21289
Utica_Mutual_Insurance_Ero	C	43.10235	-75.233029
Cortese_Eyecare	A	43.080259	-75.273265
Western_Union	C	43.093151	-75.247703
Affordable_Furniture	C	43.099246	-75.247192
Golden_Wrench_Automotive	C	43.087478	-75.257714
Tallman's_Tire_&amp_Auto_Repair	D	43.098217	-75.236707
Batroun_Rotisserie	B	43.099394	-75.232806
St_Joseph_&_St_Patrick_Church	A	43.104994	-75.241587
McGill's_Whiskey_Tavern_and_Grill	B	43.09825	-75.15146
Enterprise_Rent-A-Car	C	43.104588	-75.236159
The_Patio_Drive_In	B	43.109115	-75.251014
Pizza_Classic	B	43.101861	-75.230835
Styles_by_Renee	B	43.112804	-75.26382
Valley_View_Golf_Course	B	43.074527	-75.240097
Sal's_Auto_Repair	D	43.108568	-75.24677
Congregation_Zvi_Jacob	A	43.086612	-75.252299
Precision_Collision	D	43.095806	-75.223154
Santos_Auto_Repair	D	43.098365	-75.228617
Piano_Lab	C	43.126361	-75.236315
Evelyn's_House	C	43.083934	-75.269898
Massouds_Cafe	B	43.09985	-75.233208
First_Baptist_Church_of_Utica	A	43.114248	-75.20188
St_Regis_Medical_Equipment	B	43.100589	-75.228417
L_&_D_Automotive	D	43.109494	-75.250083
Easy_Auto_Glass	D	43.099666	-75.247041
Utica_Fire_Department_Station_3	A	43.084232	-75.225257
Utica_Lincoln_Garage	D	43.093625	-75.259192
Upstate_Cerebral_Palsy	A	43.077111	-75.264698
Herbowy_Nestor_J_DDS	A	43.094452	-75.286619
DK_Griffith_&_Company	B	43.084972	-75.265433
Clemente_Novelties	C	43.102661	-75.233629
Merrill_Lynch	A	43.091011	-75.27895
Gerber's_1933_Tavern	B	43.103228	-75.228665
Mvcaa_Inc_Cornerstone_Head_Start	A	43.095381	-75.232691
DEA_Building_Supplies	C	43.098024	-75.206859
Joey's_Pizzeria	B	43.084832	-75.235915
St_Georges_Roman_Catholic_Church	A	43.104994	-75.241626
Fabulous_Mini_Mart	C	43.094101	-75.248593
Utica_Academy_Of_Science_Charter_School	A	43.099227	-75.245804
Vietnamese_Buddhist_Congregation_Of_New_York_Inc	A	43.097332	-75.215366
Sharon's	B	43.088885	-75.261903
New_Hartford_Scanner	A	43.096743	-75.276132
Tariks_Bakery_and_Coffee_Shop	B	43.100037	-75.233263
Turning_Point_Church	A	43.103348	-75.23675
Holiday_Inn_Express	B	43.10959	-75.221463
Utica_General_Peterbilt_North_Utica	C	43.13411	-75.219901
Nicotera's_Music_Center	C	43.092246	-75.211426
North_Utica_Medical_Office	A	43.117141	-75.213295
CNYFW_Central_New_York_Fashion_Week	C	43.098264	-75.208154
Advanced_Automotive_Sales	C	43.091837	-75.195913
Pasta_Shoppe	C	43.083106	-75.224114
Habitat_for_Humanity_ReStore	C	43.085601	-75.279833
DDS_Motor_Sports	C	43.112243	-75.261775
Sunny_Restaurant_Asian_Cuisine	B	43.096983	-75.216914
Utica_Fire_Department_Station_1	A	43.108144	-75.255672
Citi_Trends	C	43.089608	-75.221183
Vondell_&_Associates_Realty	C	43.078069	-75.277138
