category	latitude	longitude
V	43.100631	-75.23449
SR	43.096759	-75.251081
SR	43.096863	-75.251455
SR	43.134074	-75.219873
SR	43.13411	-75.219901
V	43.096221	-75.24865
R	43.098956	-75.219227
EE	43.105141	-75.233183
ST	43.092379	-75.220588
K	43.101899	-75.231516
ST	43.105171	-75.215279
SR	43.088999	-75.222479
ST	43.090767	-75.224096
V	43.096208	-75.248626
SR	43.088459	-75.256908
F	43.082648	-75.267819
MF	43.080415	-75.207279
ST	43.101823	-75.230776
G	43.109853	-75.250972
WT	43.092977	-75.249033
K	43.101861	-75.230835
U	43.1269	-75.221989
ST	43.105129	-75.269158
CC	43.092494	-75.207921
K	43.123761	-75.228957
ST	43.092354	-75.248096
SR	43.110197	-75.252523
ER	43.079955	-75.225698
K	43.102549	-75.221516
R	43.092403	-75.220508
