42.718785,-73.82924
42.748588,-73.599536
42.852284,-73.785597
42.750565,-73.776095
42.79987,-73.864965
42.784054,-73.726219
42.740387,-73.905398
42.736342,-73.717521
42.805429,-74.044227
42.681048,-73.84698
42.77469,-73.898297
42.878182,-73.982505
43.001589,-73.868123
42.703095,-73.763706
42.627836,-73.717842
43.073715,-73.740236
42.653031,-73.809978
42.674443,-73.782459
42.608547,-73.864416
42.800534,-73.627434
42.82134,-73.92093
42.821216,-73.695525
42.915739,-73.71339
42.934351,-73.881808
42.691516,-73.733751
42.635575,-73.759658
42.638686,-73.790469
42.599312,-73.657175
42.658816,-73.756974
43.195329,-73.691811
42.651428,-73.885894
42.697723,-74.03535
42.672768,-73.633574
42.937632,-74.173325
42.633112,-73.977172
42.543138,-73.705499
42.804981,-73.932822
43.340954,-73.685911
42.628833,-73.520771
42.542158,-73.822091
42.58817,-73.777693
43.134351,-74.339632
42.543141,-73.605525
43.001956,-73.667271
42.704669,-73.899364
42.812011,-73.950342
42.747904,-73.692466
42.827793,-73.848164
42.49156,-73.84266
43.354486,-73.553953
42.75747,-74.191095
43.31116,-73.645286
42.217345,-73.752256
42.419893,-73.653359
43.024817,-74.403815
43.290078,-73.629363
42.232019,-73.913867
42.631786,-73.613946
42.876802,-73.351525
42.937482,-73.605806
42.935415,-73.907815
43.254759,-73.559347
42.764785,-74.09515
43.228593,-73.922212
43.088569,-73.612965
42.899406,-73.490162
42.483412,-75.036892
42.839913,-73.60738
42.658398,-73.745952
42.345522,-73.842543
42.748836,-73.370379
41.539574,-74.057223
43.094307,-73.500583
43.15,-73.840896
43.102616,-73.981441
43.081283,-75.225833
42.862521,-73.554112
44.703651,-73.472669
43.141264,-75.154707
42.694185,-73.553155
42.598558,-74.183022
41.446544,-74.478741
42.685261,-73.82323
41.701921,-73.911519
43.215771,-75.461779
42.424859,-74.026509
42.758962,-73.480657
42.52276,-74.043268
43.083507,-74.138532
42.619223,-74.060881
42.69397,-74.530506
41.987541,-74.010273
41.592556,-73.886853
42.860344,-74.133085
43.054217,-74.030006
41.675868,-73.864484
42.432165,-76.497042
43.044399,-73.38195
43.153084,-76.212402
42.922279,-76.558539
42.936895,-74.658658
42.133332,-76.084622
43.171875,-73.920872
42.538976,-73.504976
43.177093,-77.554873
42.560862,-73.380714
43.438798,-76.457454
42.557461,-73.920294
43.217283,-77.444534
43.524469,-73.806596
41.118914,-74.048154
43.078782,-76.145026
41.559772,-73.787099
41.455672,-74.074946
43.166437,-76.364345
43.031057,-76.127249
42.313984,-74.02216
41.759307,-74.096058
43.358467,-73.330271
42.984481,-78.722761
42.389554,-73.710951
44.745352,-74.260037
43.329276,-76.380655
42.880523,-74.052689
42.294057,-73.825116
43.332787,-74.006311
43.128583,-76.129694
41.495996,-73.953632
,
43.214159,-73.347451
43.167143,-74.261237
43.424048,-73.71274
43.112004,-76.189613
43.266333,-77.676696
43.050817,-76.177473
42.854101,-74.590839
42.344725,-73.567126
42.956069,-74.401829
43.269201,-74.228185
43.060413,-75.279398
42.170436,-75.943434
42.092591,-73.98811
43.043056,-74.63047
43.968892,-75.906501
42.790105,-74.352762
43.53676,-73.365798
42.299922,-73.633627
42.669798,-74.286077
43.189939,-77.603649
42.573849,-76.202145
40.722537,-73.252183
42.30696,-74.926915
42.884893,-74.356737
43.005262,-76.14193
43.23463,-77.657661
41.288223,-73.792203
42.409012,-73.827839
41.623791,-74.158771
43.237078,-73.454506
41.317346,-74.199881
43.346062,-73.789637
43.157758,-78.701995
43.092445,-77.420338
43.1283,-77.731411
43.009011,-74.086384
43.441986,-73.53086
40.814268,-73.362276
43.171047,-77.697953
41.528811,-73.888068
42.122234,-73.858769
43.114604,-75.33768
43.172142,-76.056249
43.061915,-75.660092
42.928949,-78.750273
42.856357,-77.303497
40.783807,-73.252273
42.934442,-73.442269
42.54202,-74.326145
42.922697,-73.787225
42.971014,-78.796455
