occupation	latitude	longitude	zipcode
LePage's_Market	C	42.786909	-73.711813
Rjn_Physical_Therapy	A	42.750788	-73.757955
City_Squire_Ale_House	B	42.805067	-73.903936
Community_Reformed_Church_Of_Colonie_At_Colonie_Comm_Dcc	A	42.738169	-73.826379
Mystery_Rooter_Plumbing_&_Heating	C	42.790233	-73.940135
Community_Resource_Federal_Credit_Union	C	42.752044	-73.779246
Annur_Islamic_School	A	42.762073	-73.880949
Albany_Med_Community_Division_Pediatrics	A	42.683263	-73.846759
GP_North_East_Clippers	B	42.772471	-73.701351
Wendy's	B	42.702458	-73.814876
Lavender_Nail_Spa	B	42.804285	-73.904108
New_York_State_Liquor_Association	C	42.680648	-73.83798
Your_CBD_Store_Loudonville	A	42.708223	-73.776312
Advance_Auto_Parts	C	42.784415	-73.90793
Spindles_Wine_Bar	B	42.770295	-73.700122
Ploughman's_Saddlery_&_Belts	E	42.660067	-73.779452
Alexandria's_Beauty_Salon	B	42.746907	-73.759822
The_Home_Depot	C	42.698188	-73.847953
Leitner_Jeffrey_M_DMD	A	42.794557	-73.919587
Blaze_Pizza	B	42.771437	-73.892556
Hoffman_Development_Corp	D	42.727418	-73.842781
Pickles_Deli	B	42.757967	-73.8191
Celadon_Thai_Bistro	B	42.824828	-73.911293
Central_Market_Florist	C	42.687207	-73.860364
Adirondack_Electronics	C	42.744901	-73.862938
Target	C	42.70527	-73.824151
Waterworks_Touchfree_Car_Wash	D	42.715712	-73.841035
Starbucks	B	42.783612	-73.913655
SALON_Noir	B	42.763646	-73.754426
Cusato's_Pizzeria_&_Deli	B	42.782658	-73.949149
Andex_Auto_Service_Station	D	42.792492	-73.940687
Occupational_Medical_Services_PC	A	42.712719	-73.87297
Stewart's_Shops	C	42.697174	-73.76886
John_Milham_DC	A	42.771007	-73.755823
Lucky_House	B	42.77421	-73.701423
Simpson's	B	42.728328	-73.798723
Krause's_Homemade_Candy	C	42.718123	-73.832818
Gerardi_Joseph_MD	A	42.806779	-73.910535
Baby's_Debut_3D_4D_Imaging_Albany	A	42.720047	-73.807779
LIA_INFINITI	C	42.768244	-73.753065
Goodcoff_David_J_DDS	A	42.770401	-73.756927
Family_Pet_Center	C	42.689305	-73.848406
Panther_Dragon	C	42.727367	-73.706297
Sun_Nails	B	42.784564	-73.742833
iGrill	B	42.689457	-73.850723
House_of_Dogs	C	42.739312	-73.736074
Buchakjian_Leonard_M_PC	A	42.806524	-73.909918
Power_Cleaning	D	42.734793	-73.781603
Beacon_Roofing_Supply	C	42.691838	-73.812742
Colonie_Youth_Center_Inc_Southgate_School	A	42.722617	-73.775916
Sephora	A	42.687875	-73.847267
Capitaland_Dental_Associates	A	42.742988	-73.742509
St_Peter's_Hospital	B	42.721323	-73.80144
Where_Smiles_Grow_Latham	A	42.772045	-73.75667
J_Mclaughlin	C	42.727633	-73.761136
AT&T	C	42.727388	-73.844849
Campus_Convenient	C	42.661233	-73.774148
Red_Roof_Inn	B	42.723775	-73.801818
Capital_Area_Council_of_Churches	A	42.662008	-73.775379
Craig_Elementary_School	A	42.831686	-73.890629
Starbucks	B	42.689574	-73.850341
Blu_Stone_Bistro	B	42.729295	-73.796752
Taco_Bell	B	42.774827	-73.891998
Retreat_&_Renew	B	42.686794	-73.856083
Studio_2020_Fitness	B	42.716338	-73.805418
Hobby_Lobby_Stores	C	42.754111	-73.756555
Sanctuary_Yoga_&_Wellness	B	42.744676	-73.838065
Mobil	C	42.766197	-73.814588
LATHAM_MOTORS_INC	C	42.763023	-73.752868
Capital_Luxury_Cars	C	42.729457	-73.853452
Primerica	A	42.708572	-73.862565
Teacher_Placement_Services	A	42.717052	-73.807688
Todd_Vaccaro_DDS	A	42.802136	-73.897875
Mobil	C	42.747399	-73.759282
AAA	C	42.727825	-73.759802
Exit5_Auto_Group	C	42.738106	-73.767838
Vaughn_Vision	A	42.723014	-73.936205
Exclusive_Nail_Salon	B	42.717076	-73.810987
Martini's_Deli	B	42.744646	-73.838139
Retro_Fitness	B	42.733325	-73.853921
O'brien_James_MD	A	42.683727	-73.771215
CrossFit	B	42.775558	-73.750595
Sunoco	C	42.764181	-73.80131
Albany_Med_Allergy_&_Asthma_Center	A	42.70117	-73.84947
Papandrea_Louis_M_MD	A	42.683755	-73.77124
Ids_Life_Insurance_Co_of_New_York	C	42.714916	-73.876996
Paper_Shop	C	42.694547	-73.820021
Early_Childhood_Education_Center	A	42.704191	-73.855228
Watervliet_Pharmacy	A	42.731449	-73.705653
Aspen_Dental	A	42.781874	-73.950566
LIA_NISSAN	C	42.764693	-73.885186
Medozas_Auto	D	42.78112	-73.705986
Allstate_Insurance	C	42.69041	-73.865562
Crisp	B	42.72751	-73.761133
Latham_Bowl	B	42.745271	-73.750841
Harley_Davidson	C	42.740153	-73.859676
Moe's_Southwest_Grill	B	42.784868	-73.943694
Swarovski	C	42.689049	-73.848979
Capital_District_Family_Medicine_Assocs	A	42.772735	-73.752249
White_House_Black_Market	C	42.684957	-73.840016
Armory_Nissan	C	42.681001	-73.794128
Shaker_Road_Loudonville_Fire_Department_Station_2	A	42.724343	-73.772951
Edward_Jones	A	42.743489	-73.749082
Albany_Smiles	A	42.690349	-73.867574
H&R_Block	A	42.727965	-73.846249
Concord_Pools	C	42.758971	-73.759647
Seagroatt_Riccardi_LTD	C	42.751104	-73.778258
Vintage_Pizza	B	42.738089	-73.762983
Maggie_McFly's	B	42.689	-73.851429
Bryant_&_Stratton_College_Albany	A	42.698004	-73.809795
Engelmyer_Eric_I_MD	A	42.827201	-73.906701
Active_Family_Chiropractic_Pc	A	42.709154	-73.863245
