category	latitude	longitude
V	42.736151	-73.730809
ST	42.737978	-73.855422
V	42.664578	-73.788312
SR	42.718983	-73.832987
ST	42.70969	-73.816748
R	42.677151	-73.826053
ST	42.70624	-73.824988
K	42.773228	-73.896313
ST	42.688041	-73.848186
ST	42.826202	-73.911512
CC	42.695183	-73.878744
R	42.688427	-73.775586
R	42.717249	-73.807714
ST	42.719146	-73.834142
G	42.758354	-73.704475
K	42.6951	-73.811753
ST	42.72825	-73.846603
U	42.677069	-73.824318
K	42.730094	-73.849397
ST	42.768652	-73.910749
ST	42.762095	-73.753304
V	42.715972	-73.83218
ST	42.720468	-73.804706
ER	42.752457	-73.758388
SR	42.789043	-73.736832
R	42.761003	-73.81582
K	42.700756	-73.830191
SR	42.791535	-73.940009
ST	42.689249	-73.851072
WT	42.689229	-73.849808
CC	42.694929	-73.772576
CC	42.772449	-73.822943
SR	42.724839	-73.841694
ER	42.710939	-73.843606
R	42.661185	-73.777696
R	42.688422	-73.778517
CC	42.701597	-73.819782
ST	42.75496	-73.756438
SR	42.715581	-73.804383
ST	42.727404	-73.759825
CC	42.685419	-73.838967
ER	42.775515	-73.935267
CC	42.700942	-73.815916
SR	42.811269	-73.732653
ST	42.711047	-73.816108
AS	42.713379	-73.818267
CC	42.737566	-73.786849
CC	42.686415	-73.840993
CC	42.721348	-73.801414
ST	42.689332	-73.848427
R	42.801435	-73.898671
ST	42.781168	-73.954594
ST	42.782508	-73.94267
M	42.734249	-73.793188
V	42.802568	-73.90147
U	42.707461	-73.712231
ER	42.772741	-73.700782
K	42.682219	-73.842188
SR	42.760118	-73.768497
K	42.66148	-73.776825
U	42.714786	-73.931865
U	42.771697	-73.700979
V	42.7735	-73.700765
ST	42.706425	-73.826418
M	42.733236	-73.706162
G	42.799967	-73.921494
ST	42.682884	-73.77551
AS	42.718693	-73.836292
K	42.815741	-73.890916
SR	42.68552	-73.79491
CC	42.684744	-73.837754
M	42.687949	-73.772987
R	42.76971	-73.754357
K	42.720549	-73.836883
U	42.721081	-73.803624
SR	42.765013	-73.755729
SR	42.765769	-73.886562
WT	42.709849	-73.815304
K	42.707483	-73.777143
ST	42.723107	-73.799296
ST	42.689299	-73.850684
R	42.758043	-73.783663
SR	42.695586	-73.794105
CC	42.714341	-73.804482
ST	42.726383	-73.761125
CC	42.686404	-73.840992
U	42.795911	-73.921097
CC	42.695232	-73.878844
K	42.68691	-73.85885
M	42.732736	-73.854847
K	42.716912	-73.786519
K	42.775009	-73.892997
CC	42.668077	-73.797903
ST	42.783187	-73.906624
CC	42.671166	-73.807373
SR	42.749235	-73.715661
ST	42.783898	-73.945858
SR	42.748364	-73.868382
R	42.731217	-73.761434
ST	42.751563	-73.794133
ST	42.718111	-73.719554
M	42.71081	-73.820237
ER	42.766891	-73.689019
ST	42.710694	-73.816164
AS	42.725829	-73.79551
M	42.742917	-73.742204
ST	42.689687	-73.851657
ST	42.790275	-73.938484
M	42.788855	-73.936525
CC	42.758936	-73.776967
SR	42.798613	-73.925182
ST	42.754787	-73.774728
ST	42.710782	-73.81652
R	42.67996	-73.764839
K	42.735167	-73.762671
CC	42.758117	-73.777248
V	42.710631	-73.712194
WT	42.69944	-73.825175
K	42.689357	-73.851689
CC	42.685261	-73.795369
ST	42.689144	-73.849841
K	42.803751	-73.902589
CC	42.804379	-73.914975
R	42.744859	-73.753199
R	42.727799	-73.761759
K	42.720477	-73.83565
ER	42.737465	-73.761732
SR	42.713444	-73.712295
ER	42.771082	-73.755869
X	42.753256	-73.818659
U	42.689724	-73.800743
SR	42.736919	-73.793874
M	42.683474	-73.764746
K	42.757237	-73.761474
CC	42.666101	-73.789474
U	42.735164	-73.701112
K	42.757187	-73.761211
ST	42.710119	-73.816864
ST	42.717234	-73.832004
CC	42.725673	-73.936264
M	42.753255	-73.78132
R	42.802345	-73.900741
K	42.7399	-73.700789
SR	42.704534	-73.825984
SR	42.767524	-73.889133
WT	42.756289	-73.770348
ST	42.707405	-73.825709
SR	42.747564	-73.760568
K	42.714957	-73.829133
G	42.782929	-73.892619
CC	42.739984	-73.737284
CC	42.75783	-73.776787
SR	42.700823	-73.82884
R	42.788382	-73.913483
M	42.705667	-73.777486
R	42.816374	-73.892849
ST	42.755602	-73.756084
ST	42.719163	-73.705783
G	42.773949	-73.936504
V	42.794391	-73.951273
ST	42.748874	-73.890208
ST	42.747906	-73.763986
K	42.799301	-73.947722
V	42.733927	-73.754973
ST	42.688213	-73.848463
M	42.715325	-73.813012
M	42.705121	-73.857411
SR	42.771004	-73.91447
K	42.689325	-73.849877
K	42.718864	-73.833795
K	42.783382	-73.94421
ER	42.726867	-73.761864
M	42.7134	-73.839136
CC	42.693883	-73.771762
K	42.727616	-73.700797
U	42.795104	-73.929779
ST	42.723342	-73.838898
K	42.720085	-73.802713
ST	42.780805	-73.953796
M	42.693516	-73.76433
M	42.720146	-73.808808
ST	42.804925	-73.905795
ST	42.721472	-73.798116
