occupation	latitude	longitude	zipcode
Ushers's_Road_Xtra_Mart	C	42.904391	-73.78436	12065

Montessori_School_Of_Schenectady	A	42.880354	-73.929303	12302

Capital_District_Physicians_Health_Plan	C	42.684812	-73.804808	12206

Adja_African_Hair_Braiding	B	42.673203	-73.782681	12206

Healthy_Pet_Center	C	42.628838	-73.8098	12054

M&T_Bank	C	42.904163	-73.789496	12019

Northeast_Orthopaedics	A	42.630145	-73.812295	12054

Sycaway_Bicycle_Sales_&_Svce	C	42.74356	-73.650217	12180

Lucky_Tattoo	B	42.665868	-73.774145	12206

Loving_Cafe	B	42.623511	-73.828354	12054

KeyBank	C	42.970434	-73.794306	12020

Saratoga_Springs_Ice_Rinks	B	43.08341	-73.784434	12866

Beverage_Barn	C	42.767439	-73.676184	12182

Cherry's_Furniture	C	42.794576	-73.973761	12306

Stewart's_Shops	C	42.819067	-73.915419	12308

