occupation	latitude	longitude	zipcode
Romanation_Jewelers	C	42.730549	-73.690061	12180

Eddie_F's	B	43.086496	-73.787899	12866

Xtramart	C	42.904471	-73.784281	12065

Brunswick_Greens_Clubhouse	A	42.754681	-73.617208	12180

Montessori_School_Of_Schenectady	A	42.880322	-73.929268	12302

Capital_District_Physicians_Health_Plan	C	42.684712	-73.804834	12206

Town_of_Glenville	B	42.867418	-73.9268	12302

Adja_African_Hair_Braiding	B	42.673203	-73.782681	12206

Healthy_Pet_Center	C	42.628838	-73.8098	12054

M&T_Bank	C	42.904268	-73.789459	12019

Blue_Note_Record_Shop	C	42.660995	-73.768543	12206

Adirondack_Dental_Group_PC	A	42.872016	-73.773286	12065

CVS	A	42.864451	-73.785256	12065

Ideal_Nutrition	C	42.85259	-73.755784	12065

Hair_Studio_One	B	42.859427	-73.783205	12065

Cafe_Madison	B	42.666036	-73.791926	12208

